

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
MEZZANA RABATTONE ;411;289;1;15;
MEZZANINO ;1202;755;7;38;
MIRADOLO TERME ;2811;1702;16;77;
MONTALTO PAVESE ;728;568;19;31;
MONTEBELLO DELLA BATTAGLIA ;1422;1077;28;54;
MONTECALVO VERSIGGIA ;432;293;9;20;
MONTESCANO ;348;352;5;20;
MONTESEGALE ;272;197;8;15;
MONTICELLI PAVESE ;511;255;4;7;
MONTU' BECCARIA ;1317;804;9;47;
MORNICO LOSANA ;567;383;10;23;
MORTARA ;11794;6873;65;295;
NICORVO ;328;157;5;11;
OLEVANO DI LOMELLINA ;674;501;28;45;
OLIVA GESSI ;161;126;5;6;
OTTOBIANO ;1183;741;32;59;
PALESTRO ;1639;1178;47;81;
PANCARANA ;289;232;9;19;
PARONA ;1542;1177;56;127;
PAVIA ;57418;40945;596;1827;
PIETRA DE' GIORGI ;719;545;25;43;
PIEVE ALBIGNOLA ;724;507;17;47;
PIEVE DEL CAIRO ;1792;908;12;43;
PIEVE PORTO MORONE ;2140;1654;48;122;
PINAROLO PO ;1439;1153;26;69;
PIZZALE ;656;493;17;46;
PONTE NIZZA ;826;575;30;52;
PORTALBERA ;1263;799;14;42;
REA ;397;275;8;24;
REDAVALLE ;873;630;26;51;
RETORBIDO ;1282;876;42;75;
RIVANAZZANO TERME ;4177;2545;21;91;
ROBBIO ;5073;3802;130;317;
ROBECCO PAVESE ;488;384;18;29;
ROCCA DE' GIORGI ;52;38;3;4;
ROCCA SUSELLA ;212;134;3;4;
ROGNANO ;480;310;3;8;
ROMAGNESE ;752;513;46;57;
RONCARO ;1093;783;7;27;
ROSASCO ;648;387;24;38;
ROVESCALA ;727;454;7;23;
RUINO ;670;553;32;42;
SAN CIPRIANO PO ;365;237;5;18;
SAN DAMIANO AL COLLE ;636;374;5;17;
SAN GENESIO ED UNITI ;3187;2169;21;97;
SAN GIORGIO DI LOMELLINA ;1032;733;27;63;
SAN MARTINO SICCOMARIO ;4737;3416;53;184;
SANNAZZARO DE' BURGONDI ;4397;2677;21;124;
SANTA CRISTINA E BISSONE ;1538;1102;20;65;
SANTA GIULETTA ;1337;985;32;72;
SANT'ALESSIO CON VIALONE ;710;532;16;39;
SANTA MARGHERITA DI STAFFORA ;450;369;31;39;
SANTA MARIA DELLA VERSA ;1976;1492;49;107;
SANT'ANGELO LOMELLINA ;714;372;3;20;
SAN ZENONE AL PO ;448;340;8;18;
SARTIRANA LOMELLINA ;1690;1134;54;93;
SCALDASOLE ;793;640;27;50;
SEMIANA ;232;146;6;17;
SILVANO PIETRA ;549;427;32;63;
SIZIANO ;4468;3377;67;191;
SOMMO ;943;622;9;25;
SPESSA ;471;393;11;24;
STRADELLA ;9218;6816;195;401;
SUARDI ;549;280;1;11;
TORRAZZA COSTE ;1476;1165;30;67;
TORRE BERETTI E CASTELLARO ;463;315;12;34;
TORRE D'ARESE ;689;543;6;30;
TORRE DE' NEGRI ;286;210;2;16;
TORRE D'ISOLA ;1908;1532;30;78;
TORREVECCHIA PIA ;2642;1512;9;56;
TORRICELLA VERZATE ;735;472;5;14;
TRAVACO' SICCOMARIO ;3615;2858;44;150;
TRIVOLZIO ;1635;1023;5;39;
TROMELLO ;3122;2118;58;163;
TROVO ;775;648;18;28;
VAL DI NIZZA ;625;339;1;10;
VALEGGIO ;232;148;19;24;
VALLE LOMELLINA ;1789;925;11;45;
VALLE SALIMBENE ;1224;978;24;65;
VALVERDE ;301;218;11;17;
VARZI ;2932;2204;110;196;
VELEZZO LOMELLINA ;102;72;3;4;
VELLEZZO BELLINI ;2354;1485;10;38;
VERRETTO ;350;267;9;16;
VERRUA PO ;1161;600;3;17;
VIDIGULFO ;4651;3478;103;232;
VIGEVANO ;47726;27450;197;967;
VILLA BISCOSSI ;64;59;7;8;
VILLANOVA D'ARDENGHI ;676;553;15;29;
VILLANTERIO ;2377;1783;47;115;
VISTARINO ;1180;808;21;59;
VOGHERA ;31663;19053;156;670;
VOLPARA ;142;96;1;11;
ZAVATTARELLO ;956;705;52;94;
ZECCONE ;1345;1094;22;62;
ZEME ;992;673;20;48;
ZENEVREDO ;395;257;3;10;
ZERBO ;363;328;16;31;
ZERBOLO' ;1388;1074;11;45;
ZINASCO ;2702;1932;60;148;
