

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
CASTELNUOVO NIGRA ;404;234;6;21;
CASTIGLIONE TORINESE ;5194;3988;84;194;
CAVAGNOLO ;1931;1198;27;77;
CAVOUR ;5136;3499;187;351;
CERCENASCO ;1596;1069;54;118;
CERES ;869;621;8;41;
CERESOLE REALE ;138;133;9;13;
CESANA TORINESE ;799;650;28;68;
CHIALAMBERTO ;313;208;8;17;
CHIANOCCO ;1392;1110;35;98;
CHIAVERANO ;1777;1339;36;102;
CHIERI ;28408;20324;394;1011;
CHIESANUOVA ;169;139;10;17;
CHIOMONTE ;835;668;23;53;
CHIUSA DI SAN MICHELE ;1319;1016;23;62;
CHIVASSO ;21480;13707;202;754;
CICONIO ;297;249;21;39;
CINTANO ;205;142;7;13;
CINZANO ;295;229;11;20;
CIRIE' ;15569;9740;127;572;
CLAVIERE ;154;88;1;4;
COASSOLO TORINESE ;1309;998;65;125;
COAZZE ;2593;1873;38;148;
COLLEGNO ;40482;29450;333;1199;
COLLERETTO CASTELNUOVO ;245;195;13;30;
COLLERETTO GIACOSA ;490;389;12;27;
CONDOVE ;3817;2880;85;213;
CORIO ;2707;1891;83;214;
COSSANO CANAVESE ;461;319;13;37;
CUCEGLIO ;817;484;5;30;
CUMIANA ;6741;4844;128;297;
CUORGNE' ;7869;5026;122;354;
DRUENTO ;6887;5334;138;337;
EXILLES ;263;179;10;15;
FAVRIA ;3992;2376;41;138;
FELETTO ;1759;1005;22;68;
FENESTRELLE ;513;352;14;36;
FIANO ;2200;1467;25;73;
FIORANO CANAVESE ;694;494;20;58;
FOGLIZZO ;1940;1416;59;123;
FORNO CANAVESE ;2900;2011;112;220;
FRASSINETTO ;239;142;4;15;
FRONT ;1396;1019;64;131;
FROSSASCO ;2592;1777;71;142;
GARZIGLIANA ;615;412;21;40;
GASSINO TORINESE ;7671;5508;107;264;
GERMAGNANO ;985;618;16;50;
GIAGLIONE ;545;471;23;51;
GIAVENO ;13090;10013;247;705;
GIVOLETTO ;3060;2064;16;77;
GRAVERE ;614;375;7;21;
GROSCAVALLO ;190;167;12;21;
GROSSO ;844;668;24;64;
GRUGLIASCO ;31519;21896;217;935;
INGRIA ;56;40;2;4;
INVERSO PINASCA ;671;456;20;55;
ISOLABELLA ;337;231;6;14;
ISSIGLIO ;366;255;13;40;
IVREA ;19610;12414;114;485;
LA CASSA ;1409;1147;26;83;
LA LOGGIA ;7057;4768;56;229;
LANZO TORINESE ;4157;2656;38;127;
LAURIANO ;1374;799;11;37;
LEINI' ;12691;9787;258;642;
LEMIE ;185;93;10;11;
LESSOLO ;1698;1294;51;124;
LEVONE ;395;274;15;48;
LOCANA ;1358;1155;104;172;
LOMBARDORE ;1423;1115;53;86;
LOMBRIASCO ;884;549;13;40;
LORANZE' ;952;789;33;79;
LUGNACCO ;337;267;16;29;
LUSERNA SAN GIOVANNI ;6412;4278;140;380;
LUSERNETTA ;527;363;20;46;
LUSIGLIE' ;461;304;12;22;
MACELLO ;1231;832;52;129;
MAGLIONE ;470;277;16;32;
MARENTINO ;1145;945;35;68;
MASSELLO ;64;41;0;3;
MATHI ;3225;1962;34;128;
MATTIE ;629;457;14;56;
MAZZE' ;3670;2632;112;254;
MEANA DI SUSA ;731;553;13;35;
MERCENASCO ;971;709;28;64;
MEUGLIANO ;79;49;1;5;
MEZZENILE ;695;505;34;68;
MOMBELLO DI TORINO ;328;226;6;12;
MOMPANTERO ;549;385;6;19;
MONASTERO DI LANZO ;333;250;23;47;
MONCALIERI ;44934;29636;321;1290;
MONCENISIO ;37;35;3;3;
MONTALDO TORINESE ;596;393;4;11;
MONTALENGHE ;819;493;8;23;
MONTALTO DORA ;2833;2109;73;154;
MONTANARO ;4673;3276;134;272;
MONTEU DA PO ;757;448;7;19;
MORIONDO TORINESE ;687;585;29;52;
NICHELINO ;38213;28353;765;2018;
NOASCA ;145;92;4;8;
NOLE ;5713;4023;117;299;
NOMAGLIO ;300;211;7;15;
NONE ;6553;4651;131;352;
NOVALESA ;459;343;17;28;
OGLIANICO ;1158;980;39;92;
ORBASSANO ;18968;12358;119;587;
ORIO CANAVESE ;693;424;2;13;
OSASCO ;1017;790;31;67;
OSASIO ;872;495;10;33;
OULX ;2605;1844;46;109;
OZEGNA ;1016;570;14;41;
PALAZZO CANAVESE ;687;549;28;56;
PANCALIERI ;1622;1259;107;188;
PARELLA ;413;256;0;9;
PAVAROLO ;877;686;27;48;
PAVONE CANAVESE ;3256;2389;83;186;
PECCO ;186;151;3;13;
PECETTO TORINESE ;3244;2461;42;105;
PEROSA ARGENTINA ;2957;2012;68;175;
PEROSA CANAVESE ;471;298;5;18;
PERRERO ;709;435;16;50;
PERTUSIO ;642;405;7;21;
PESSINETTO ;506;385;20;36;
PIANEZZA ;11721;8262;71;328;
PINASCA ;2593;1865;94;195;
PINEROLO ;30162;18377;223;819;
PINO TORINESE ;6841;4747;41;127;
PIOBESI TORINESE ;3054;2339;79;169;
PIOSSASCO ;14867;10440;152;550;
PISCINA ;3076;1962;67;198;
PIVERONE ;1199;873;30;79;
POIRINO ;8329;6257;213;500;
POMARETTO ;893;689;23;62;
PONT-CANAVESE ;2820;1626;42;130;
PORTE ;889;587;9;33;
PRAGELATO ;499;388;25;38;
PRALI ;266;188;7;9;
PRALORMO ;1585;1169;39;92;
PRAMOLLO ;393;155;12;26;
PRAROSTINO ;1222;813;34;94;
PRASCORSANO ;667;530;29;49;
PRATIGLIONE ;468;284;22;40;
QUAGLIUZZO ;286;240;8;22;
QUASSOLO ;309;262;20;35;
QUINCINETTO ;904;705;59;82;
REANO ;1460;1152;33;65;
RIBORDONE ;56;50;5;7;
RIVALBA ;919;641;8;29;
RIVALTA DI TORINO ;15726;10625;111;445;
RIVA PRESSO CHIERI ;3592;2562;91;215;
RIVARA ;2150;1674;91;179;
RIVAROLO CANAVESE ;10288;7274;241;545;
RIVAROSSA ;1267;968;29;91;
RIVOLI ;40866;29018;436;1263;
ROBASSOMERO ;2442;1868;46;145;
ROCCA CANAVESE ;1489;1073;53;125;
ROLETTO ;1817;1269;39;99;
ROMANO CANAVESE ;2409;1713;58;142;
RONCO CANAVESE ;383;129;8;13;
RONDISSONE ;1593;1144;50;98;
RORA' ;461;178;12;19;
ROSTA ;3799;2780;31;114;
ROURE ;773;498;22;43;
RUBIANA ;1912;1487;34;113;
RUEGLIO ;695;481;49;94;
SALASSA ;1479;1033;46;113;
SALBERTRAND ;483;332;15;35;
SALERANO CANAVESE ;432;320;15;25;
SALZA DI PINEROLO ;62;53;8;11;
SAMONE ;1280;802;8;27;
SAN BENIGNO CANAVESE ;4679;3322;96;201;
SAN CARLO CANAVESE ;3325;2370;72;210;
SAN COLOMBANO BELMONTE ;330;279;22;32;
SAN DIDERO ;458;361;10;20;
SAN FRANCESCO AL CAMPO ;3931;2817;84;243;
SANGANO ;3135;2515;56;128;
SAN GERMANO CHISONE ;1592;1081;59;122;
SAN GILLIO ;2583;1986;54;123;
SAN GIORGIO CANAVESE ;2172;1590;65;121;
SAN GIORIO DI SUSA ;831;674;22;51;
SAN GIUSTO CANAVESE ;2700;1956;67;184;
SAN MARTINO CANAVESE ;715;589;35;72;
SAN MAURIZIO CANAVESE ;7937;5273;68;270;
SAN MAURO TORINESE ;15594;10730;114;403;
SAN PIETRO VAL LEMINA ;1274;970;34;84;
SAN PONSO ;235;198;10;30;
SAN RAFFAELE CIMENA ;2481;1943;65;174;
SAN SEBASTIANO DA PO ;1769;1283;65;122;
SAN SECONDO DI PINEROLO ;3221;2058;86;186;
SANT'AMBROGIO DI TORINO ;3699;2737;56;178;
SANT'ANTONINO DI SUSA ;3443;2572;97;175;
SANTENA ;8527;5467;58;262;
SAUZE DI CESANA ;213;173;12;18;
SAUZE D'OULX ;907;564;15;36;
SCALENGHE ;3393;2147;96;241;
SCARMAGNO ;675;464;6;22;
SCIOLZE ;1191;920;20;44;
SESTRIERE ;688;376;5;20;
SETTIMO ROTTARO ;436;270;7;25;
SETTIMO TORINESE ;38459;28038;535;1517;
SETTIMO VITTONE ;1292;971;58;114;
SPARONE ;843;681;60;114;
STRAMBINELLO ;232;179;10;20;
STRAMBINO ;5408;3921;132;314;
SUSA ;5201;3966;140;325;
TAVAGNASCO ;646;490;38;68;
TORINO ;681647;437196;3976;16807;
TORRAZZA PIEMONTE ;2556;1859;68;183;
TORRE CANAVESE ;537;326;3;17;
TORRE PELLICE ;4253;2588;61;156;
TRANA ;3214;2125;19;87;
TRAUSELLA ;167;83;6;16;
TRAVERSELLA ;356;230;24;56;
TRAVES ;474;358;23;40;
TROFARELLO ;8820;6098;60;308;
USSEAUX ;171;141;7;16;
USSEGLIO ;199;169;33;40;
VAIE ;1173;900;31;82;
VAL DELLA TORRE ;3190;2332;59;165;
VALLO TORINESE ;646;543;24;59;
VALGIOIE ;797;566;27;56;
VALPERGA ;2641;1552;38;114;
VALPRATO SOANA ;127;101;9;15;
VARISELLA ;662;493;16;61;
VAUDA CANAVESE ;1241;1008;63;107;
VENARIA REALE ;28159;18818;164;784;
VENAUS ;845;696;28;73;
VEROLENGO ;4378;3208;141;310;
VERRUA SAVOIA ;1338;921;44;100;
VESTIGNE' ;707;523;35;68;
VIALFRE' ;203;179;7;10;
VICO CANAVESE ;751;503;43;88;
VIDRACCO ;448;350;3;9;
VIGONE ;4696;2922;184;357;
VILLAFRANCA PIEMONTE ;4393;2929;139;284;
VILLANOVA CANAVESE ;978;774;31;64;
VILLARBASSE ;2780;2193;36;103;
VILLAR DORA ;2318;1818;45;118;
VILLAREGGIA ;840;666;51;87;
VILLAR FOCCHIARDO ;1767;1345;43;105;
VILLAR PELLICE ;1545;681;30;95;
VILLAR PEROSA ;3522;2635;106;265;
VILLASTELLONE ;3785;3045;118;273;
VINOVO ;11924;8777;216;530;
VIRLE PIEMONTE ;1195;572;8;23;
VISCHE ;1217;913;65;111;
VISTRORIO ;437;297;2;15;
VIU' ;999;718;54;98;
VOLPIANO ;12304;7577;90;366;
VOLVERA ;7200;4999;105;320;
