

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
LATISANA ;11247;5625;39;214;
LAUCO ;704;574;53;92;
LESTIZZA ;3670;2392;49;136;
LIGNANO SABBIADORO ;5292;2639;14;67;
LIGOSULLO ;124;83;4;11;
LUSEVERA ;727;437;18;41;
MAGNANO IN RIVIERA ;2194;1371;40;104;
MAJANO ;5686;2564;14;107;
MALBORGHETTO VALBRUNA ;813;655;32;61;
MANZANO ;5364;3891;112;240;
MARANO LAGUNARE ;1684;1248;34;95;
MARTIGNACCO ;5867;3266;17;122;
MERETO DI TOMBA ;2807;1607;56;140;
MOGGIO UDINESE ;1638;1167;70;124;
MOIMACCO ;1416;841;8;29;
MONTENARS ;836;288;2;4;
MORTEGLIANO ;4326;3082;79;173;
MORUZZO ;2107;1536;46;108;
MUZZANA DEL TURGNANO ;2319;1469;48;144;
NIMIS ;2658;1147;3;48;
OSOPPO ;2883;1705;37;110;
OVARO ;1920;1291;59;108;
PAGNACCO ;4342;3183;59;153;
PALAZZOLO DELLO STELLA ;2568;1305;13;56;
PALMANOVA ;4756;2525;17;85;
PALUZZA ;2359;1465;67;139;
PASIAN DI PRATO ;7720;5332;98;268;
PAULARO ;2378;870;4;46;
PAVIA DI UDINE ;5003;3469;114;258;
POCENIA ;2327;1099;10;47;
PONTEBBA ;1371;889;22;68;
PORPETTO ;2545;1202;8;48;
POVOLETTO ;4773;3151;86;209;
POZZUOLO DEL FRIULI ;5836;3909;98;245;
PRADAMANO ;3117;2190;52;135;
PRATO CARNICO ;1111;500;38;60;
PRECENICCO ;1434;1012;36;75;
PREMARIACCO ;3636;2048;19;103;
PREONE ;302;122;0;8;
PREPOTTO ;780;515;20;53;
PULFERO ;975;607;26;61;
RAGOGNA ;2631;1676;51;127;
RAVASCLETTO ;570;296;13;28;
RAVEO ;458;310;10;23;
REANA DEL ROJALE ;4336;2987;77;174;
REMANZACCO ;5139;3598;98;225;
RESIA ;1023;736;31;101;
RESIUTTA ;284;129;0;7;
RIGOLATO ;473;360;25;46;
RIVE D'ARCANO ;2375;1462;49;119;
RIVIGNANO TEOR ;5836;3724;122;260;
RONCHIS ;2005;920;11;34;
RUDA ;2647;1583;21;72;
SAN DANIELE DEL FRIULI ;7266;3393;25;127;
SAN GIORGIO DI NOGARO ;6574;3436;27;130;
SAN GIOVANNI AL NATISONE ;4818;3398;95;208;
SAN LEONARDO ;1135;781;31;61;
SAN PIETRO AL NATISONE ;1965;1414;56;123;
SANTA MARIA LA LONGA ;2265;1422;34;98;
SAN VITO AL TORRE ;1137;833;23;53;
SAN VITO DI FAGAGNA ;1408;1045;34;84;
SAURIS ;483;249;16;31;
SAVOGNA ;468;189;1;5;
SEDEGLIANO ;3739;2400;85;190;
SOCCHIEVE ;941;616;34;71;
STREGNA ;461;244;6;17;
SUTRIO ;1186;567;8;39;
TAIPANA ;677;427;15;42;
TALMASSONS ;3760;2509;76;183;
TARCENTO ;8303;3975;26;155;
TARVISIO ;3839;1917;17;104;
TAVAGNACCO ;12178;8174;172;403;
TERZO D'AQUILEIA ;2350;1689;35;98;
TOLMEZZO ;9093;6380;220;534;
TORREANO ;2034;1001;7;47;
TORVISCOSA ;2683;1427;6;52;
TRASAGHIS ;2148;1437;37;110;
TREPPO CARNICO ;581;436;29;66;
TREPPO GRANDE ;1740;1105;35;65;
TRICESIMO ;6402;3484;23;100;
TRIVIGNANO UDINESE ;1649;1145;50;117;
UDINE ;76816;44807;227;1156;
VARMO ;2643;1313;10;45;
VENZONE ;2141;1406;47;107;
VERZEGNIS ;915;570;20;46;
VILLA SANTINA ;1947;1439;54;132;
VILLA VICENTINA ;1176;663;6;24;
VISCO ;650;499;15;37;
ZUGLIO ;577;394;23;53;
