

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
CAPRINO BERGAMASCO ;2418;1717;41;105;
CARAVAGGIO ;12158;8012;87;346;
CAROBBIO DEGLI ANGELI ;3047;2368;47;92;
CARONA ;303;269;9;14;
CARVICO ;3624;2696;45;125;
CASAZZA ;2835;2062;54;125;
CASIRATE D'ADDA ;2941;2179;44;108;
CASNIGO ;2746;1807;22;82;
CASSIGLIO ;104;81;7;14;
CASTELLI CALEPIO ;7230;5656;84;224;
CASTEL ROZZONE ;2280;1790;44;124;
CASTIONE DELLA PRESOLANA ;2921;1690;18;78;
CASTRO ;1091;847;26;44;
CAVERNAGO ;1703;1365;22;59;
CAZZANO SANT'ANDREA ;1275;1025;24;51;
CENATE SOPRA ;2003;1188;10;32;
CENATE SOTTO ;2638;1659;15;60;
CENE ;3425;2500;56;131;
CERETE ;1396;1025;20;60;
CHIGNOLO D'ISOLA ;2426;1709;35;89;
CHIUDUNO ;4110;2850;17;62;
CISANO BERGAMASCO ;4868;3124;24;129;
CISERANO ;4034;2976;55;146;
CIVIDATE AL PIANO ;3879;2542;18;113;
CLUSONE ;7252;4478;36;207;
COLERE ;1038;786;72;117;
COLOGNO AL SERIO ;8050;5217;26;217;
COLZATE ;1324;1033;24;61;
COMUN NUOVO ;3109;2140;37;129;
CORNA IMAGNA ;698;514;24;43;
CORNALBA ;324;162;0;2;
CORTENUOVA ;1432;1146;29;73;
COSTA DI MEZZATE ;2367;1841;34;78;
COSTA SERINA ;846;645;12;36;
COSTA VALLE IMAGNA ;583;436;22;37;
COSTA VOLPINO ;7047;4472;44;176;
COVO ;2692;2113;67;147;
CREDARO ;2274;1731;39;79;
CURNO ;6046;4086;33;133;
CUSIO ;234;206;21;24;
DALMINE ;17743;12606;171;510;
DOSSENA ;839;704;27;66;
ENDINE GAIANO ;2754;1964;52;122;
ENTRATICO ;1483;1102;24;57;
FARA GERA D'ADDA ;6127;4531;82;219;
FARA OLIVANA CON SOLA ;952;715;20;50;
FILAGO ;2424;1582;11;64;
FINO DEL MONTE ;1103;780;33;47;
FIORANO AL SERIO ;2364;1805;28;73;
FONTANELLA ;3104;2461;74;168;
FONTENO ;638;461;26;46;
FOPPOLO ;180;143;8;12;
FORESTO SPARSO ;2375;1864;46;92;
FORNOVO SAN GIOVANNI ;2526;1534;17;78;
FUIPIANO VALLE IMAGNA ;207;102;5;9;
GANDELLINO ;948;713;29;59;
GANDINO ;4613;2795;39;113;
GANDOSSO ;1134;938;20;51;
GAVERINA TERME ;699;471;12;29;
GAZZANIGA ;4205;2626;27;87;
GHISALBA ;4228;3288;60;174;
GORLAGO ;3676;2743;53;116;
GORLE ;5036;3877;53;147;
GORNO ;1393;824;10;36;
GRASSOBBIO ;4719;3615;79;199;
GROMO ;1060;653;10;34;
GRONE ;706;537;13;27;
GRUMELLO DEL MONTE ;5369;4153;70;161;
ISOLA DI FONDRA ;171;120;9;15;
ISSO ;517;415;15;28;
LALLIO ;3234;2411;37;112;
LEFFE ;3751;2519;25;89;
LENNA ;577;407;22;26;
LEVATE ;3011;2143;32;122;
LOCATELLO ;656;319;6;25;
LOVERE ;4388;3144;68;131;
LURANO ;2015;1417;23;88;
LUZZANA ;690;558;16;29;
MADONE ;2876;2039;37;105;
MAPELLO ;5129;3325;28;112;
MARTINENGO ;7251;5627;93;287;
MEDOLAGO ;1754;1118;6;41;
MEZZOLDO ;159;85;1;5;
MISANO DI GERA D'ADDA ;2290;1636;30;118;
MOIO DE' CALVI ;182;167;3;3;
MONASTEROLO DEL CASTELLO ;903;743;24;43;
MONTELLO ;2049;1640;35;74;
MORENGO ;2028;1618;27;99;
MORNICO AL SERIO ;2063;1665;37;77;
MOZZANICA ;3497;2845;59;165;
MOZZO ;5936;4158;21;95;
NEMBRO ;9121;6241;53;174;
OLMO AL BREMBO ;421;325;13;30;
OLTRE IL COLLE ;1026;497;3;19;
OLTRESSENDA ALTA ;145;100;0;2;
ONETA ;596;396;13;37;
ONORE ;803;512;18;36;
ORIO AL SERIO ;1286;1023;18;45;
ORNICA ;139;112;8;12;
OSIO SOPRA ;3911;2821;38;134;
OSIO SOTTO ;8894;6299;102;311;
PAGAZZANO ;1582;1213;31;83;
PALADINA ;3199;2104;14;62;
PALAZZAGO ;3497;2198;26;79;
PALOSCO ;4210;2741;22;118;
PARRE ;2216;1833;50;92;
PARZANICA ;384;171;2;13;
PEDRENGO ;4461;3441;45;125;
PEIA ;1528;1242;25;86;
PIANICO ;1062;695;7;32;
PIAZZA BREMBANA ;988;825;43;66;
PIARIO ;836;647;20;47;
PIAZZATORRE ;384;331;15;24;
PIAZZOLO ;82;44;1;3;
POGNANO ;1269;903;10;50;
PONTE NOSSA ;1534;1169;26;54;
PONTERANICA ;5481;4242;52;161;
PONTE SAN PIETRO ;8170;5411;22;148;
PONTIDA ;2558;1954;42;126;
PONTIROLO NUOVO ;3657;2782;86;166;
PRADALUNGA ;3636;2831;51;111;
PREDORE ;1483;945;8;31;
PREMOLO ;990;775;31;53;
PRESEZZO ;3718;2806;52;131;
PUMENENGO ;1200;782;6;42;
RANICA ;4799;3739;55;118;
RANZANICO ;1036;770;18;40;
RIVA DI SOLTO ;816;625;20;35;
ROGNO ;2990;2419;81;185;
ROMANO DI LOMBARDIA ;13386;10050;210;563;
RONCOBELLO ;397;326;17;26;
RONCOLA ;668;471;26;39;
ROTA D'IMAGNA ;819;631;29;48;
ROVETTA ;3551;2470;58;157;
SAN GIOVANNI BIANCO ;4377;2580;26;138;
SAN PAOLO D'ARGON ;3844;2525;24;79;
SAN PELLEGRINO TERME ;4227;2811;45;134;
SANTA BRIGIDA ;509;428;32;58;
SANT'OMOBONO TERME ;3426;1987;65;144;
SARNICO ;4880;3772;71;156;
SCANZOROSCIATE ;7907;6093;109;225;
SCHILPARIO ;1121;851;42;83;
SEDRINA ;2060;1526;39;92;
SELVINO ;1597;1404;40;64;
SERIATE ;18219;13495;184;511;
SERINA ;1995;1085;15;56;
SOLTO COLLINA ;1361;807;7;14;
SOLZA ;1475;925;10;34;
SONGAVAZZO ;601;436;12;34;
SORISOLE ;7233;4688;30;153;
SOTTO IL MONTE GIOVANNI XXIII ;3421;2503;51;172;
SOVERE ;4097;2412;22;90;
SPINONE AL LAGO ;783;593;11;25;
SPIRANO ;4018;3291;68;190;
STEZZANO ;9566;7226;87;339;
STROZZA ;898;523;2;10;
SUISIO ;2851;2149;41;112;
TALEGGIO ;559;334;18;34;
TAVERNOLA BERGAMASCA ;1896;1555;22;64;
TELGATE ;3017;2295;45;115;
TERNO D'ISOLA ;5385;3819;61;183;
TORRE BOLDONE ;6683;5056;99;200;
TORRE DE' ROVERI ;1825;1412;31;62;
TORRE PALLAVICINA ;866;498;5;28;
TRESCORE BALNEARIO ;6738;4919;114;271;
TREVIGLIO ;22114;14086;82;456;
TREVIOLO ;8126;6318;85;256;
UBIALE CLANEZZO ;1158;894;29;60;
URGNANO ;7111;4642;23;169;
VALBONDIONE ;899;715;42;97;
VAL BREMBILLA ;4016;2828;84;172;
VALBREMBO ;3326;2526;45;109;
VALGOGLIO ;523;401;17;31;
VALLEVE ;117;95;1;5;
VALNEGRA ;174;132;2;3;
VALTORTA ;249;148;18;27;
VEDESETA ;230;127;5;7;
VERDELLINO ;4860;3208;24;137;
VERDELLO ;5722;4288;75;177;
VERTOVA ;3922;2739;56;145;
VIADANICA ;838;719;32;53;
VIGANO SAN MARTINO ;986;759;18;30;
VIGOLO ;623;427;12;25;
VILLA D'ADDA ;3733;2209;18;111;
VILLA D'ALME' ;5463;4110;79;196;
VILLA DI SERIO ;5116;3941;51;144;
VILLA D'OGNA ;1544;1005;17;39;
VILLONGO ;5181;3348;31;121;
VILMINORE DI SCALVE ;1333;691;8;37;
ZANDOBBIO ;1975;1497;31;62;
ZANICA ;6289;4636;75;232;
ZOGNO ;7693;5496;116;352;
