

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
MALVICINO ;84;58;1;2;
MASIO ;1480;862;51;87;
MELAZZO ;1156;857;59;117;
MERANA ;180;109;4;12;
MIRABELLO MONFERRATO ;1175;899;55;87;
MOLARE ;1914;1506;62;123;
MOLINO DEI TORTI ;565;350;14;22;
MOMBELLO MONFERRATO ;862;656;34;63;
MOMPERONE ;196;159;7;7;
MONCESTINO ;261;164;16;24;
MONGIARDINO LIGURE ;326;131;11;24;
MONLEALE ;499;326;4;16;
MONTACUTO ;298;159;5;16;
MONTALDEO ;286;198;8;13;
MONTALDO BORMIDA ;623;341;8;12;
MONTECASTELLO ;290;173;1;7;
MONTECHIARO D'ACQUI ;553;386;28;40;
MONTEGIOCO ;259;219;15;23;
MONTEMARZINO ;299;235;19;27;
MORANO SUL PO ;1249;768;21;56;
MORBELLO ;372;224;4;12;
MORNESE ;653;526;28;49;
MORSASCO ;591;506;27;49;
MURISENGO ;1243;867;51;98;
NOVI LIGURE ;22478;15382;291;713;
OCCIMIANO ;1129;854;56;97;
ODALENGO GRANDE ;451;178;0;7;
ODALENGO PICCOLO ;229;188;12;19;
OLIVOLA ;113;60;2;7;
ORSARA BORMIDA ;473;268;19;32;
OTTIGLIO ;546;423;43;69;
OVADA ;9644;6879;185;372;
OVIGLIO ;1089;828;33;80;
OZZANO MONFERRATO ;1267;922;37;69;
PADERNA ;196;156;7;11;
PARETO ;536;380;38;56;
PARODI LIGURE ;695;418;15;28;
PASTURANA ;1142;829;26;57;
PECETTO DI VALENZA ;1190;756;22;61;
PIETRA MARAZZI ;830;649;30;48;
PIOVERA ;788;508;20;34;
POMARO MONFERRATO ;339;222;8;24;
PONTECURONE ;3105;1865;41;110;
PONTESTURA ;1337;998;44;92;
PONTI ;557;306;8;22;
PONZANO MONFERRATO ;319;250;15;22;
PONZONE ;1086;718;35;55;
POZZOL GROPPO ;320;270;22;28;
POZZOLO FORMIGARO ;4019;2974;115;232;
PRASCO ;479;330;12;21;
PREDOSA ;1990;1330;57;98;
QUARGNENTO ;1190;890;45;78;
QUATTORDIO ;1447;1007;41;74;
RICALDONE ;627;411;25;45;
RIVALTA BORMIDA ;1345;964;65;118;
RIVARONE ;351;257;9;22;
ROCCAFORTE LIGURE ;228;105;11;11;
ROCCA GRIMALDA ;1301;885;19;53;
ROCCHETTA LIGURE ;264;146;11;15;
ROSIGNANO MONFERRATO ;1378;857;17;35;
SALA MONFERRATO ;349;269;21;34;
SALE ;3714;2416;95;192;
SAN CRISTOFORO ;518;390;13;39;
SAN GIORGIO MONFERRATO ;1090;847;31;59;
SAN SALVATORE MONFERRATO ;3856;2284;36;126;
SAN SEBASTIANO CURONE ;471;318;17;35;
SANT'AGATA FOSSILI ;367;310;15;20;
SARDIGLIANO ;418;270;14;21;
SAREZZANO ;1003;808;45;67;
SERRALUNGA DI CREA ;512;383;21;42;
SERRAVALLE SCRIVIA ;4579;2642;36;105;
SEZZADIO ;1289;843;65;81;
SILVANO D'ORBA ;1727;1297;61;113;
SOLERO ;1432;1049;41;77;
SOLONGHELLO ;197;169;10;16;
SPIGNO MONFERRATO ;1075;705;62;94;
SPINETO SCRIVIA ;273;206;9;15;
STAZZANO ;2069;1469;46;109;
STREVI ;1659;1113;41;114;
TAGLIOLO MONFERRATO ;1438;979;18;62;
TASSAROLO ;547;354;7;22;
TERRUGGIA ;814;605;50;79;
TERZO ;810;470;7;25;
TICINETO ;1175;934;53;105;
TORTONA ;20785;15133;418;897;
TREVILLE ;247;188;4;8;
TRISOBBIO ;602;455;25;42;
VALENZA ;16371;9640;115;395;
VALMACCA ;965;749;41;70;
VIGNALE MONFERRATO ;986;679;41;73;
VIGNOLE BORBERA ;1839;1408;44;110;
VIGUZZOLO ;2637;2056;84;141;
VILLADEATI ;405;297;12;26;
VILLALVERNIA ;820;623;41;61;
VILLAMIROGLIO ;419;221;15;30;
VILLANOVA MONFERRATO ;1683;1172;38;81;
VILLAROMAGNANO ;644;529;32;58;
VISONE ;967;660;25;51;
VOLPEDO ;1028;828;48;78;
VOLPEGLINO ;134;101;6;8;
VOLTAGGIO ;747;533;30;40;
