

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
LAMBRUGO ;1979;1252;9;40;
LANZO D'INTELVI ;1349;660;6;19;
LASNIGO ;352;229;4;14;
LEZZENO ;1810;1318;70;139;
LIMIDO COMASCO ;3025;2031;26;96;
LIPOMO ;4756;2953;20;111;
LIVO ;205;135;13;19;
LOCATE VARESINO ;3684;2542;43;121;
LOMAZZO ;7655;5388;83;277;
LONGONE AL SEGRINO ;1483;1170;19;61;
LUISAGO ;2192;1443;32;92;
LURAGO D'ERBA ;4353;2874;21;100;
LURAGO MARINONE ;1986;1473;33;132;
LURATE CACCIVIO ;7991;5783;146;396;
MAGREGLIO ;519;429;9;35;
MARIANO COMENSE ;18530;12689;138;589;
MASLIANICO ;2939;1816;42;103;
MENAGGIO ;2833;1993;62;119;
MERONE ;3162;2223;47;124;
MOLTRASIO ;1441;1023;18;55;
MONGUZZO ;1730;1291;25;73;
MONTANO LUCINO ;4102;2776;31;125;
MONTEMEZZO ;314;136;2;5;
MONTORFANO ;2202;1325;10;39;
MOZZATE ;6431;3886;22;191;
MUSSO ;902;705;25;63;
NESSO ;1252;522;5;21;
NOVEDRATE ;2318;1489;16;62;
OLGIATE COMASCO ;9582;5743;39;233;
OLTRONA DI SAN MAMETTE ;1911;1388;34;95;
ORSENIGO ;2249;1386;13;57;
PEGLIO ;180;140;11;17;
PELLIO INTELVI ;702;615;26;51;
PIANELLO DEL LARIO ;872;552;2;15;
PIGRA ;309;143;4;10;
PLESIO ;850;545;13;40;
POGNANA LARIO ;715;412;11;27;
PONNA ;313;125;1;12;
PONTE LAMBRO ;3265;2451;52;118;
PORLEZZA ;4142;2705;108;240;
PROSERPIO ;758;612;21;43;
PUSIANO ;1068;660;6;19;
RAMPONIO VERNA ;403;357;17;34;
REZZAGO ;252;178;3;15;
RODERO ;1241;601;4;32;
RONAGO ;1581;1006;26;59;
ROVELLASCA ;6084;4362;64;191;
ROVELLO PORRO ;4781;3286;52;177;
SALA COMACINA ;509;315;11;30;
SAN BARTOLOMEO VAL CAVARGNA ;977;386;12;23;
SAN FEDELE INTELVI ;1443;697;2;26;
SAN FERMO DELLA BATTAGLIA ;3785;2435;17;78;
SAN NAZZARO VAL CAVARGNA ;353;249;17;30;
SAN SIRO ;1871;875;9;44;
SCHIGNANO ;914;637;21;56;
SENNA COMASCO ;2501;1954;42;98;
SOLBIATE ;2139;1517;32;92;
SORICO ;1183;584;7;24;
SORMANO ;547;310;4;39;
STAZZONA ;552;479;38;57;
TAVERNERIO ;4555;2825;21;86;
TORNO ;1035;801;20;57;
TREMEZZINA ;4378;3451;99;211;
TREZZONE ;213;130;0;6;
TURATE ;7249;4374;27;193;
UGGIATE-TREVANO ;4064;2723;54;163;
VALBRONA ;2126;1644;42;89;
VALMOREA ;2329;1460;21;78;
VAL REZZO ;190;156;16;25;
VALSOLDA ;1794;681;6;38;
VELESO ;231;74;1;3;
VENIANO ;2337;1765;42;120;
VERCANA ;673;588;19;37;
VERTEMATE CON MINOPRIO ;3322;2395;45;143;
VILLA GUARDIA ;6383;4680;97;283;
ZELBIO ;210;118;4;10;
