

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
SAN MAURO LA BRUCA ;655;333;6;27;
SAN PIETRO AL TANAGRO ;1676;1147;76;126;
SAN RUFO ;2015;1247;182;242;
SANTA MARINA ;3041;1501;17;65;
SANT'ANGELO A FASANELLA ;625;241;4;10;
SANT'ARSENIO ;2623;1852;143;220;
SANT'EGIDIO DEL MONTE ALBINO ;6852;3975;40;173;
SANTOMENNA ;989;178;3;12;
SAN VALENTINO TORIO ;8067;4582;53;223;
SANZA ;2569;1101;26;66;
SAPRI ;6353;2798;31;147;
SARNO ;25489;20589;1753;2730;
SASSANO ;4998;1517;43;89;
SCAFATI ;39092;17922;193;729;
SCALA ;1317;652;12;29;
SERRAMEZZANA ;333;119;5;7;
SERRE ;3226;1537;37;108;
SESSA CILENTO ;1458;625;10;32;
SIANO ;8388;4950;57;222;
SICIGNANO DEGLI ALBURNI ;3132;1410;14;68;
STELLA CILENTO ;735;347;5;9;
STIO ;1214;414;10;23;
TEGGIANO ;8893;5386;481;639;
TORCHIARA ;1564;1196;109;144;
TORRACA ;1163;933;128;157;
TORRE ORSAIA ;2377;1587;158;227;
TORTORELLA ;699;230;1;8;
TRAMONTI ;3523;2966;302;418;
TRENTINARA ;1579;606;13;40;
VALLE DELL'ANGELO ;298;195;20;27;
VALLO DELLA LUCANIA ;8493;3686;50;204;
VALVA ;1586;823;16;41;
VIBONATI ;3982;1570;31;112;
VIETRI SUL MARE ;6952;5355;254;454;
