

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
LEDRO ;4500;2118;18;83;
LEVICO TERME ;7063;2947;18;78;
LISIGNAGO ;440;234;3;18;
LIVO ;736;329;13;28;
LONA-LASES ;569;326;2;9;
LUSERNA ;273;126;0;7;
MALE' ;1774;852;11;35;
MALOSCO ;316;138;2;11;
MASSIMENO ;109;52;0;0;
MAZZIN ;407;195;2;9;
MEZZANA ;740;318;10;27;
MEZZANO ;1419;701;11;44;
MEZZOCORONA ;4008;2261;20;70;
MEZZOLOMBARDO ;5284;2750;33;107;
MOENA ;2189;929;8;57;
MOLVENO ;939;426;2;9;
MONCLASSICO ;659;311;14;23;
MONTAGNE ;264;124;7;14;
MORI ;7633;4449;33;151;
NAGO-TORBOLE ;2097;1222;11;30;
NANNO ;513;296;3;7;
NAVE SAN ROCCO ;1030;595;3;19;
NOGAREDO ;1600;924;5;21;
NOMI ;1126;684;8;19;
NOVALEDO ;1197;353;1;12;
OSPEDALETTO ;779;368;3;10;
OSSANA ;683;335;3;11;
PADERGNONE ;589;348;6;13;
PALU' DEL FERSINA ;192;94;0;1;
PANCHIA' ;646;286;3;20;
PEIO ;1582;731;13;31;
PELLIZZANO ;685;319;7;19;
PELUGO ;308;158;3;8;
PERGINE VALSUGANA ;16363;8688;63;339;
PIEVE DI BONO ;1138;504;5;12;
PIEVE TESINO ;612;325;6;16;
PINZOLO ;2475;1372;21;63;
POMAROLO ;1937;1178;5;21;
POZZA DI FASSA ;1623;688;15;33;
PRASO ;312;160;2;3;
PREDAZZO ;3551;1713;24;69;
PREORE ;345;220;1;8;
PREZZO ;174;91;4;6;
RABBI ;1242;424;11;20;
RAGOLI ;639;373;11;21;
REVO' ;1158;477;7;24;
RIVA DEL GARDA ;12597;6874;53;201;
ROMALLO ;524;262;6;22;
ROMENO ;1156;585;11;32;
RONCEGNO TERME ;2898;1061;10;40;
RONCHI VALSUGANA ;477;181;2;18;
RONCONE ;1265;594;5;18;
RONZO-CHIENIS ;814;432;3;11;
RONZONE ;332;190;4;6;
ROVERE' DELLA LUNA ;1182;714;6;26;
ROVERETO ;29331;17178;110;457;
RUFFRE'-MENDOLA ;400;191;4;15;
RUMO ;731;350;9;20;
SAGRON MIS ;209;93;1;3;
SAMONE ;645;234;6;14;
SAN LORENZO IN BANALE ;1055;518;8;21;
SAN MICHELE ALL'ADIGE ;2208;1150;7;47;
SANT'ORSOLA TERME ;920;487;3;21;
SANZENO ;780;326;8;17;
SARNONICO ;607;320;14;28;
SCURELLE ;1140;576;9;20;
SEGONZANO ;1159;584;6;19;
SFRUZ ;281;182;6;17;
SIROR ;1087;496;5;20;
SMARANO ;351;193;1;3;
SORAGA ;542;252;9;12;
SOVER ;730;368;3;21;
SPERA ;480;273;6;15;
SPIAZZO ;1002;503;10;24;
SPORMAGGIORE ;1105;534;2;17;
SPORMINORE ;614;298;3;10;
STENICO ;999;510;5;26;
STORO ;3701;2040;26;106;
STREMBO ;409;220;6;11;
STRIGNO ;1374;593;5;26;
TAIO ;2334;1194;16;48;
TASSULLO ;1578;877;12;28;
TELVE ;1841;943;9;37;
TELVE DI SOPRA ;541;258;2;16;
TENNA ;829;452;4;22;
TENNO ;1727;846;3;19;
TERLAGO ;1745;906;2;35;
TERRAGNOLO ;670;333;7;27;
TERRES ;260;148;6;11;
TERZOLAS ;512;254;12;15;
TESERO ;2348;1002;11;32;
TIONE DI TRENTO ;2731;1486;14;43;
TON ;1087;527;11;35;
TONADICO ;1374;547;5;25;
TORCEGNO ;678;284;4;17;
TRAMBILENO ;1147;663;6;22;
TRANSACQUA ;1832;922;7;36;
TRENTO ;91454;52036;318;1549;
TRES ;569;295;3;11;
TUENNO ;1919;1036;7;36;
VALDA ;169;114;2;4;
VALFLORIANA ;475;141;1;3;
VALLARSA ;1321;674;1;30;
VARENA ;674;339;1;5;
VATTARO ;1011;568;4;10;
VERMIGLIO ;1757;640;13;47;
VERVO' ;595;322;2;11;
VEZZANO ;1818;1127;10;44;
VIGNOLA-FALESINA ;139;73;1;2;
VIGO DI FASSA ;915;383;4;10;
VIGOLO VATTARO ;1884;1096;8;47;
VIGO RENDENA ;374;217;3;8;
VILLA AGNEDO ;834;438;8;24;
VILLA LAGARINA ;3031;1748;8;29;
VILLA RENDENA ;744;380;6;19;
VOLANO ;2367;1511;5;36;
ZAMBANA ;1344;776;7;44;
ZIANO DI FIEMME ;1336;655;7;20;
ZUCLO ;325;157;3;3;
