Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
PALUZZA,2359,1465,67,139,UDINE
PASIAN DI PRATO,7720,5332,98,268,UDINE
PAULARO,2378,870,4,46,UDINE
PAVIA DI UDINE,5003,3469,114,258,UDINE
POCENIA,2327,1099,10,47,UDINE
PONTEBBA,1371,889,22,68,UDINE
PORPETTO,2545,1202,8,48,UDINE
POVOLETTO,4773,3151,86,209,UDINE
POZZUOLO DEL FRIULI,5836,3909,98,245,UDINE
PRADAMANO,3117,2190,52,135,UDINE
PRATO CARNICO,1111,500,38,60,UDINE
PRECENICCO,1434,1012,36,75,UDINE
PREMARIACCO,3636,2048,19,103,UDINE
PREONE,302,122,0,8,UDINE
PREPOTTO,780,515,20,53,UDINE
PULFERO,975,607,26,61,UDINE
RAGOGNA,2631,1676,51,127,UDINE
RAVASCLETTO,570,296,13,28,UDINE
RAVEO,458,310,10,23,UDINE
REANA DEL ROJALE,4336,2987,77,174,UDINE
REMANZACCO,5139,3598,98,225,UDINE
RESIA,1023,736,31,101,UDINE
RESIUTTA,284,129,0,7,UDINE
RIGOLATO,473,360,25,46,UDINE
RIVE D'ARCANO,2375,1462,49,119,UDINE
RIVIGNANO TEOR,5836,3724,122,260,UDINE
RONCHIS,2005,920,11,34,UDINE
RUDA,2647,1583,21,72,UDINE
SAN DANIELE DEL FRIULI,7266,3393,25,127,UDINE
SAN GIORGIO DI NOGARO,6574,3436,27,130,UDINE
SAN GIOVANNI AL NATISONE,4818,3398,95,208,UDINE
SAN LEONARDO,1135,781,31,61,UDINE
SAN PIETRO AL NATISONE,1965,1414,56,123,UDINE
SANTA MARIA LA LONGA,2265,1422,34,98,UDINE
SAN VITO AL TORRE,1137,833,23,53,UDINE
SAN VITO DI FAGAGNA,1408,1045,34,84,UDINE
SAURIS,483,249,16,31,UDINE
SAVOGNA,468,189,1,5,UDINE
SEDEGLIANO,3739,2400,85,190,UDINE
SOCCHIEVE,941,616,34,71,UDINE
STREGNA,461,244,6,17,UDINE
SUTRIO,1186,567,8,39,UDINE
TAIPANA,677,427,15,42,UDINE
TALMASSONS,3760,2509,76,183,UDINE
TARCENTO,8303,3975,26,155,UDINE
TARVISIO,3839,1917,17,104,UDINE
TAVAGNACCO,12178,8174,172,403,UDINE
TERZO D'AQUILEIA,2350,1689,35,98,UDINE
TOLMEZZO,9093,6380,220,534,UDINE
TORREANO,2034,1001,7,47,UDINE
TORVISCOSA,2683,1427,6,52,UDINE
TRASAGHIS,2148,1437,37,110,UDINE
TREPPO CARNICO,581,436,29,66,UDINE
TREPPO GRANDE,1740,1105,35,65,UDINE
TRICESIMO,6402,3484,23,100,UDINE
TRIVIGNANO UDINESE,1649,1145,50,117,UDINE
UDINE,76816,44807,227,1156,UDINE
VARMO,2643,1313,10,45,UDINE
VENZONE,2141,1406,47,107,UDINE
VERZEGNIS,915,570,20,46,UDINE
VILLA SANTINA,1947,1439,54,132,UDINE
VILLA VICENTINA,1176,663,6,24,UDINE
VISCO,650,499,15,37,UDINE
ZUGLIO,577,394,23,53,UDINE
