Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
SANT'ANGELO ALL'ESCA,1077,630,80,101,AVELLINO
SANT'ANGELO A SCALA,685,298,1,7,AVELLINO
SANT'ANGELO DEI LOMBARDI,6072,1663,23,87,AVELLINO
SANTA PAOLINA,1668,853,92,115,AVELLINO
SANTO STEFANO DEL SOLE,1965,900,13,45,AVELLINO
SAVIGNANO IRPINO,1083,841,98,146,AVELLINO
SCAMPITELLA,1463,572,4,15,AVELLINO
SENERCHIA,859,415,8,21,AVELLINO
SERINO,6450,2920,45,144,AVELLINO
SIRIGNANO,2393,1371,14,57,AVELLINO
SOLOFRA,10795,5448,56,266,AVELLINO
SORBO SERPICO,536,264,2,5,AVELLINO
SPERONE,3011,1525,22,58,AVELLINO
STURNO,3229,2135,125,188,AVELLINO
SUMMONTE,1491,650,11,59,AVELLINO
TAURANO,1415,1228,189,215,AVELLINO
TAURASI,2334,1787,199,277,AVELLINO
TEORA,2771,653,14,29,AVELLINO
TORELLA DEI LOMBARDI,2786,1551,140,234,AVELLINO
TORRE LE NOCELLE,1309,620,8,20,AVELLINO
TORRIONI,638,296,22,34,AVELLINO
TREVICO,1026,729,63,96,AVELLINO
TUFO,998,677,76,104,AVELLINO
VALLATA,3115,1067,16,42,AVELLINO
VALLESACCARDA,1382,1076,106,142,AVELLINO
VENTICANO,2168,1794,149,220,AVELLINO
VILLAMAINA,1055,524,4,12,AVELLINO
VILLANOVA DEL BATTISTA,1747,1251,147,229,AVELLINO
VOLTURARA IRPINA,4305,1366,37,101,AVELLINO
ZUNGOLI,1498,851,104,149,AVELLINO
