Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
VALBRONA,2126,1644,42,89,COMO
VALMOREA,2329,1460,21,78,COMO
VAL REZZO,190,156,16,25,COMO
VALSOLDA,1794,681,6,38,COMO
VELESO,231,74,1,3,COMO
VENIANO,2337,1765,42,120,COMO
VERCANA,673,588,19,37,COMO
VERTEMATE CON MINOPRIO,3322,2395,45,143,COMO
VILLA GUARDIA,6383,4680,97,283,COMO
ZELBIO,210,118,4,10,COMO
