Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
NOGAROLE VICENTINO,964,793,20,71,VICENZA
NOVE,4151,3187,71,193,VICENZA
NOVENTA VICENTINA,7278,4937,120,268,VICENZA
ORGIANO,2615,1487,14,61,VICENZA
PEDEMONTE,746,532,22,42,VICENZA
PIANEZZE,1856,1361,19,72,VICENZA
PIOVENE ROCCHETTE,6462,4518,106,265,VICENZA
POJANA MAGGIORE,3688,2650,65,190,VICENZA
POSINA,966,254,1,11,VICENZA
POVE DEL GRAPPA,2618,2048,39,108,VICENZA
POZZOLEONE,2195,1748,72,138,VICENZA
QUINTO VICENTINO,4418,2704,12,94,VICENZA
RECOARO TERME,6048,3182,15,142,VICENZA
ROANA,3965,2949,102,192,VICENZA
ROMANO D'EZZELINO,11255,7031,46,233,VICENZA
ROSA',11483,7007,42,238,VICENZA
ROSSANO VENETO,6481,3726,29,123,VICENZA
ROTZO,718,337,3,21,VICENZA
SALCEDO,908,706,24,62,VICENZA
SANDRIGO,6721,3812,32,117,VICENZA
SAN GERMANO DEI BERICI,937,580,4,24,VICENZA
SAN NAZARIO,1711,1035,38,84,VICENZA
SAN PIETRO MUSSOLINO,1066,887,19,41,VICENZA
SANTORSO,4652,3509,91,178,VICENZA
SAN VITO DI LEGUZZANO,2943,2151,46,97,VICENZA
SARCEDO,4313,3297,64,176,VICENZA
SAREGO,4857,2892,25,100,VICENZA
SCHIAVON,2334,1556,57,119,VICENZA
SCHIO,30993,20970,373,858,VICENZA
SOLAGNA,1534,1136,39,91,VICENZA
SOSSANO,3405,2528,96,200,VICENZA
SOVIZZO,5783,4156,72,174,VICENZA
TEZZE SUL BRENTA,9920,7276,136,351,VICENZA
THIENE,17657,10500,77,284,VICENZA
TONEZZA DEL CIMONE,576,416,16,36,VICENZA
TORREBELVICINO,5115,3468,73,174,VICENZA
TORRI DI QUARTESOLO,9017,6241,84,281,VICENZA
TRISSINO,7002,4994,153,315,VICENZA
VALDAGNO,21899,14958,264,734,VICENZA
VALDASTICO,1483,871,31,75,VICENZA
VALLI DEL PASUBIO,3206,2015,61,144,VICENZA
VALSTAGNA,1916,1081,37,85,VICENZA
VELO D'ASTICO,2118,1519,41,91,VICENZA
VICENZA,83912,50916,237,1096,VICENZA
VILLAGA,1582,1124,25,72,VICENZA
VILLAVERLA,4890,2926,22,127,VICENZA
ZANE',5256,4043,97,225,VICENZA
ZERMEGHEDO,986,765,16,31,VICENZA
ZOVENCEDO,658,464,19,29,VICENZA
ZUGLIANO,5562,4128,78,183,VICENZA
